"Class","Year_begin","Subject","ShortName","Year_end","OlympiadType","Status","TeamSize"
11,2013,"История","ГОУ СОШ № 91 Российской академии образования",2014,"Московская олимпиада","победитель",3
9,2016,"Математика","ГБОУ школа № 2086",2017,"Московская олимпиада","призёр",5
11,2012,"Иностранный язык (английский язык)","ГБОУ гимназия № 1529",2013,"Всероссийская олимпиада","призёр",4
11,2017,"Основы безопасности жизнедеятельности","ГБОУ школа № 2045",2018,"Всероссийская олимпиада","призёр",5
7,2016,"филология","ГБОУ школа № 1980",2017,"Московская олимпиада","призёр",5
11,2015,"Экономика","ГАОУ «Гимназия № 1518»",2016,"Московская олимпиада","призёр",5
10,2016,"астрономия","ГБОУ лицей № 138",2017,"Районная олимпиада","призёр",5
7,2019,"История","ГБОУ школа № 1356",2020,"Всероссийская олимпиада","призёр",4
11,2012,"География","ГБОУ Пушкинский лицей № 1500",2013,"Районная олимпиада","призёр",4
10,2017,"Искусство (МХК)","ГБОУ школа № 117",2018,"Всероссийская олимпиада","призёр",3
7,2017,"Изобразительное искусство","ГБОУ школа № 618",2018,"Московская олимпиада","призёр",5
10,2016,"Иностранный язык (французский язык)","ГБОУ Московская гимназия на Юго-Западе № 1543",2017,"Всероссийская олимпиада","призёр",5
10,2015,"Математика","ГБОУ лицей № 1547",2016,"Всероссийская олимпиада","призёр",3
9,2016,"Русский язык","ГБОУ школа № 224",2017,"Всероссийская олимпиада","призёр",5
10,2017,"Математика","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ. Университетская гимназия МГУ",2018,"Всероссийская олимпиада","призёр",3
11,2014,"Основы безопасности жизнедеятельности","ГБОУ лицей № 1451",2015,"Всероссийская олимпиада","призёр",5
10,2016,"Русский язык","ГБОУ школа № 1944",2017,"Всероссийская олимпиада","призёр",3
9,2018,"Математика","ГБОУ школа № 199",2019,"Московская олимпиада","призёр",5
9,2017,"Русский язык","ГБПОУ МОК Запад",2018,"Всероссийская олимпиада","призёр",3
10,2015,"Химия","ГБОУ лицей № 1568",2016,"Всероссийская олимпиада","призёр",4
10,2015,"Иностранный язык (английский язык)","ГАОУ «Гимназия № 1518»",2016,"Районная олимпиада","призёр",5
6,2018,"История","ГБОУ школа № 2109",2019,"Московская олимпиада","призёр",4
9,2019,"Право","ФГБОУ ВО МГЛУ",2020,"Всероссийская олимпиада","призёр",3
7,2017,"филология","ГБОУ школа № 2031",2018,"Московская олимпиада","призёр",5
11,2016,"Иностранный язык (немецкий язык)","ГБОУ школа № 1222",2017,"Всероссийская олимпиада","призёр",3
11,2013,"Физика","ГБОУ лицей № 1557",2014,"Всероссийская олимпиада","призёр",5
10,2018,"История","ГБОУ «Школа № 354 им. Д.М. Карбышева»",2019,"Всероссийская олимпиада","призёр",3
10,2013,"Иностранный язык (английский язык)","ГБОУ ЦО № 57",2014,"Всероссийская олимпиада","призёр",4
10,2018,"Информационные технологии в профессиональной деятельности","ГБОУ школа № 1557",2019,"Московская олимпиада","призёр",4
10,2012,"Экология","ГБОУ гимназия № 1257",2013,"Всероссийская олимпиада","призёр",4
11,2016,"География","ГБОУ гимназия № 1619",2017,"Районная олимпиада","призёр",3
10,2016,"Иностранный язык (английский язык)","ГБОУ гимназия № 1529",2017,"Всероссийская олимпиада","призёр",3
10,2016,"Обществознание","ГБОУ гимназия № 2072",2017,"Районная олимпиада","призёр",5
11,2019,"Иностранный язык (английский язык)","лицей НИУ ВШЭ",2020,"Всероссийская олимпиада","призёр",5
10,2016,"История","ГБОУ лицей № 507",2017,"Всероссийская олимпиада","призёр",5
9,2014,"Обществознание","ГБОУ лицей № 1564",2015,"Районная олимпиада","призёр",4
11,2018,"Математика","ГБОУ «Лицей «Вторая школа»",2019,"Районная олимпиада","призёр",5
11,2017,"Искусство (МХК)","ГБОУ школа № 1250",2018,"Всероссийская олимпиада","призёр",4
10,2015,"Физическая культура","ГБОУ школа № 1973",2016,"Всероссийская олимпиада","призёр",4
10,2014,"Иностранный язык (немецкий язык)","ГБОУ СОШ № 1222",2015,"Всероссийская олимпиада","призёр",4
10,2015,"Физика","ГБОУ школа № 192",2016,"Всероссийская олимпиада","призёр",5
11,2017,"Биология","ГБОУ школа № 1537",2018,"Всероссийская олимпиада","призёр",5
10,2018,"Физика","ГБОУ школа № 1580",2019,"Всероссийская олимпиада","призёр",4
10,2015,"астрономия","ГБОУ лицей № 1557",2016,"Московская олимпиада","призёр",3
7,2017,"Технология","ГБОУ школа № 2026",2018,"Московская олимпиада","победитель",5
10,2017,"Информатика и Информационно-коммуникационные технологии (ИКТ)","ГБОУ школа «Интеллектуал»",2018,"Всероссийская олимпиада","победитель",3
9,2015,"Биология","ГБОУ «Школа-интернат «Интеллектуал»",2016,"Всероссийская олимпиада","призёр",4
9,2015,"Право","ГБОУ школа № 2103",2016,"Всероссийская олимпиада","призёр",5
8,2015,"Изобразительное искусство","НОУ ЦО «Школа Сотрудничества»",2016,"Московская олимпиада","призёр",5
10,2015,"Литература","ГБОУ гимназия № 1567",2016,"Районная олимпиада","призёр",4
9,2015,"Математика","ГБОУ ГСГ",2016,"Всероссийская олимпиада","призёр",3
10,2015,"Экономика","ГБОУ лицей № 1547",2016,"Районная олимпиада","призёр",4
7,2016,"География","ГБОУ СОШ № 1852",2017,"Московская олимпиада","призёр",5
10,2017,"Право","ГБОУ школа № 1251 имени генерала Шарля де Голля",2018,"Всероссийская олимпиада","призёр",5
11,2012,"Физическая культура","ГБОУ ЦО № 345",2013,"Районная олимпиада","призёр",3
10,2018,"Физика","университетская гимназия",2019,"Всероссийская олимпиада","призёр",4
11,2019,"Экология","ГБОУ школа № 319",2020,"Всероссийская олимпиада","победитель",5
9,2014,"Физика","ГБОУ школа № 444",2015,"Всероссийская олимпиада","призёр",5
9,2016,"Химия","ГБОУ лицей № 1574",2017,"Всероссийская олимпиада","призёр",5
11,2013,"Математика","ГБОУ СОШ № 25",2014,"Всероссийская олимпиада","призёр",3
7,2017,"Экономика","ГБОУ школа № 57",2018,"Московская олимпиада","победитель",5
9,2017,"Литература","ГБОУ школа № 224",2018,"Всероссийская олимпиада","призёр",4
6,2018,"филология","ГБОУ школа № 1474",2019,"Московская олимпиада","призёр",5
9,2012,"Технология","ГБОУ СОШ № 930",2013,"Всероссийская олимпиада","призёр",4
5,2017,"филология","ГБОУ школа № 904",2018,"Московская олимпиада","призёр",3
11,2013,"филология","ГБОУ СОШ № 690",2014,"Московская олимпиада","призёр",5
11,2012,"Иностранный язык (английский язык)","ГБОУ гимназия № 1599",2013,"Всероссийская олимпиада","призёр",3
8,2012,"Биология","ГБОУ СОШ № 192",2013,"Московская олимпиада","призёр",3
10,2018,"Биология","ГБОУ школа № 1561",2019,"Всероссийская олимпиада","призёр",3
6,2017,"История","ГБОУ школа № 1574",2018,"Московская олимпиада","победитель",3
9,2012,"История","ГБОУ СОШ № 1282",2013,"Всероссийская олимпиада","призёр",4
11,2014,"География","ГБОУ лицей № 1564",2015,"Районная олимпиада","призёр",3
10,2019,"Экономика","лицей НИУ ВШЭ",2020,"Районная олимпиада","призёр",3
10,2016,"Физическая культура","ГБОУ школа № 1412",2017,"Всероссийская олимпиада","призёр",5
7,2018,"Физика","ГБОУ школа № 1747",2019,"Московская олимпиада","призёр",5
10,2018,"Физика","ГБОУ «Лицей «Вторая школа»",2019,"Всероссийская олимпиада","призёр",5
11,2015,"История","ГБОУ лицей № 1557",2016,"Районная олимпиада","призёр",4
5,2017,"Технология","ГБОУ школа № 293",2018,"Московская олимпиада","призёр",4
11,2013,"предпринимательство","ГБОУ ЦО № 1239",2014,"Московская олимпиада","призёр",3
11,2018,"Физика","ГБОУ школа № 1568",2019,"Всероссийская олимпиада","призёр",3
11,2014,"Физическая культура","ГБОУ лицей № 1502 при МЭИ",2015,"Всероссийская олимпиада","победитель",5
11,2018,"Физика","ГБОУ «Курчатовская школа»",2019,"Московская олимпиада","призёр",4
10,2017,"Литература","ГБОУ школа № 2086",2018,"Всероссийская олимпиада","победитель",5
6,2014,"Математика","ГБОУ лицей «Вторая школа»",2015,"Московская олимпиада","призёр",3
10,2014,"Литература","ГБОУ лицей «Вторая школа»",2015,"Районная олимпиада","призёр",4
11,2015,"Право","ГБОУ школа № 1273",2016,"Московская олимпиада","призёр",4
10,2013,"Химия","ГБОУ СОШ № 1253",2014,"Районная олимпиада","призёр",3
11,2012,"Экономика","ГБОУ ЦО № 57",2013,"Московская олимпиада","призёр",3
6,2013,"География","ГБОУ гимназия № 1562",2014,"Московская олимпиада","призёр",3
11,2012,"Право","ГБОУ гимназия № 1562",2013,"Московская олимпиада","призёр",3
10,2019,"Литература","ГБОУ школа № 648",2020,"Всероссийская олимпиада","призёр",3
2,2013,"Изобразительное искусство","ГБОУ СОШ № 799",2014,"Московская олимпиада","победитель",5
7,2017,"филология","ГАОУ «Школа № 1518»",2018,"Московская олимпиада","призёр",4
9,2016,"Обществознание","ГБОУ школа № 1474",2017,"Всероссийская олимпиада","призёр",4
11,2019,"Право","ГБОУ Шуваловская школа № 1448",2020,"Всероссийская олимпиада","победитель",4
7,2018,"Изобразительное искусство","ГБОУ школа № 1560",2019,"Московская олимпиада","призёр",5
9,2018,"Информатика","ГБОУ школа № 2007 ФМШ",2019,"Всероссийская олимпиада","победитель",5
10,2017,"Обществознание","ГБОУ школа № 1366",2018,"Всероссийская олимпиада","призёр",5
5,2015,"История","ГАОУ «Гимназия № 1518»",2016,"Московская олимпиада","призёр",3
9,2017,"Основы безопасности жизнедеятельности","ГБОУ школа № 1002",2018,"Всероссийская олимпиада","призёр",5
5,2014,"Технология","ГБОУ СОШ № 1852",2015,"Московская олимпиада","призёр",4
10,2014,"Обществознание","ГБОУ школа № 1474",2015,"Всероссийская олимпиада","призёр",3
10,2013,"Иностранный язык (испанский язык)","ГБОУ школа № 1252 имени Сервантеса",2014,"Московская олимпиада","победитель",4
10,2013,"Информатика","ГБОУ Московская гимназия на Юго-Западе № 1543",2014,"Всероссийская олимпиада","призёр",3
10,2014,"Изобразительное искусство","ГБОУ школа № 2054",2015,"Московская олимпиада","призёр",4
10,2017,"Основы безопасности жизнедеятельности","ГБОУ школа № 236",2018,"Всероссийская олимпиада","призёр",4
9,2017,"История","ГБОУ школа «Свиблово»",2018,"Всероссийская олимпиада","призёр",3
11,2018,"Иностранный язык (английский язык)","ГБОУ школа № 1522 имени В.И. Чуркина",2019,"Всероссийская олимпиада","призёр",4
11,2017,"Иностранный язык (английский язык)","ГБОУ школа № 1297",2018,"Всероссийская олимпиада","призёр",4
11,2014,"Мировая Художественная Культура (МХК)","ГБОУ Лингвистический лицей № 1555",2015,"Всероссийская олимпиада","победитель",3
10,2014,"Русский язык","ГБОУ гимназия № 1567",2015,"Всероссийская олимпиада","призёр",3
6,2017,"Математика","ГБОУ лицей «Вторая школа»",2018,"Московская олимпиада","призёр",3
10,2012,"Обществознание","ГБОУ СОШ № 1211",2013,"Всероссийская олимпиада","призёр",4
10,2014,"Иностранный язык (французский язык)","ЧУ СОШ «СААШ «Марина»",2015,"Всероссийская олимпиада","призёр",3
5,2015,"География","ГБОУ школа № 2031",2016,"Московская олимпиада","призёр",4
7,2015,"Математика","ГБОУ лицей «Вторая школа»",2016,"Московская олимпиада","призёр",3
9,2013,"Право","ГБОУ гимназия № 1504",2014,"Всероссийская олимпиада","призёр",4
11,2017,"Химия","ГБОУ школа № 1568",2018,"Районная олимпиада","призёр",5
11,2013,"Иностранный язык (английский язык)","ГБОУ Лингвистический лицей № 1555",2014,"Всероссийская олимпиада","призёр",4
9,2016,"Биология","ГБОУ школа № 2107",2017,"Всероссийская олимпиада","победитель",3
10,2013,"Основы безопасности жизнедеятельности","ГБОУ школа № 1252 имени Сервантеса",2014,"Всероссийская олимпиада","призёр",3
9,2016,"Физика","ГБОУ лицей «Вторая школа»",2017,"Всероссийская олимпиада","победитель",3
11,2013,"Обществознание","ГБОУ СОШ № 1231",2014,"Всероссийская олимпиада","призёр",4
10,2018,"Иностранный язык (испанский язык)","ГБОУ школа № 1252",2019,"Всероссийская олимпиада","призёр",3
9,2018,"филология","ГБОУ школа № 1440",2019,"Московская олимпиада","победитель",5
9,2014,"Физика","ГБОУ школа № 2077",2015,"Районная олимпиада","призёр",5
11,2013,"Право","ГБОУ СОШ № 308",2014,"Всероссийская олимпиада","призёр",5
11,2017,"Экономика","ГБОУ школа № 1535",2018,"Всероссийская олимпиада","призёр",4
11,2014,"Изобразительное искусство","ГБОУ школа № 1223",2015,"Московская олимпиада","призёр",4
10,2015,"Биология","ГБОУ школа № 192",2016,"Всероссийская олимпиада","призёр",5
9,2018,"Физика","МАОУ «Лицей города Троицка»",2019,"Районная олимпиада","призёр",5
11,2019,"Русский язык","ГБОУ школа № 1315",2020,"Районная олимпиада","призёр",4
11,2016,"Химия","ГБОУ ЛГК на Юго-Востоке",2017,"Районная олимпиада","призёр",4
11,2018,"Русский язык","ГБОУ школа № 2009",2019,"Всероссийская олимпиада","призёр",4
9,2018,"Информатика","ГБОУ «Лицей «Вторая школа»",2019,"Всероссийская олимпиада","призёр",5
10,2016,"Русский язык","ГБОУ ГСГ",2017,"Районная олимпиада","призёр",5
9,2014,"История","ГБОУ лицей № 1560",2015,"Всероссийская олимпиада","призёр",5
10,2019,"Литература","ГБОУ школа № 1317",2020,"Районная олимпиада","призёр",3
9,2017,"Искусство (МХК)","ГБОУ школа № 1355",2018,"Всероссийская олимпиада","призёр",5
10,2012,"предпринимательство","ГБОУ СОШ № 199",2013,"Московская олимпиада","победитель",4
5,2014,"Изобразительное искусство","НОУ ДЦ «РАЗВИТИЕ XXI век»",2015,"Московская олимпиада","призёр",3
11,2017,"Русский язык","ГБОУ школа № 1535",2018,"Всероссийская олимпиада","призёр",3
6,2018,"Бюджетная грамотность","ГБОУ школа № 1498",2019,"Московская олимпиада","призёр",3
9,2015,"Физика","ГБОУ лицей «Вторая школа»",2016,"Московская олимпиада","призёр",5
11,2013,"История","ГБОУ СОШ № 1308",2014,"Районная олимпиада","призёр",3
6,2018,"Изобразительное искусство","ГАОУ школа № 548",2019,"Московская олимпиада","призёр",3
7,2014,"Изобразительное искусство","ГБОУ СОШ № 1955",2015,"Московская олимпиада","победитель",5
11,2017,"Русский язык","ГБОУ Инженерно-техническая школа",2018,"Районная олимпиада","призёр",4
11,2012,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2013,"Московская олимпиада","победитель",3
7,2016,"Изобразительное искусство","ГБОУ гимназия № 1538",2017,"Московская олимпиада","призёр",4
11,2015,"Физика","ГБОУ лицей № 1571",2016,"Московская олимпиада","призёр",3
9,2018,"Литература","ГБОУ школа № 1252",2019,"Всероссийская олимпиада","призёр",3
10,2018,"Экономика","ГБОУ школа № 1543",2019,"Всероссийская олимпиада","победитель",3
10,2018,"Литература","ГБОУ «Московская международная школа»",2019,"Всероссийская олимпиада","призёр",4
8,2014,"Изобразительное искусство","ГБОУ СОШ № 771",2015,"Московская олимпиада","призёр",4
9,2018,"астрономия","ГБОУ школа имени Маршала В.И. Чуйкова",2019,"Всероссийская олимпиада","призёр",3
10,2018,"Технология","ГБОУ школа № 1526 на Покровской",2019,"Всероссийская олимпиада","призёр",4
9,2017,"История","ГБОУ школа № 17",2018,"Всероссийская олимпиада","призёр",3
9,2012,"Информатика","ГБОУ школа-интернат «Интеллектуал»",2013,"Московская олимпиада","призёр",5
9,2017,"Математика","ГБОУ школа № 444",2018,"Всероссийская олимпиада","призёр",5
11,2018,"История","ГБОУ школа № 2025",2019,"Московская олимпиада","призёр",3
11,2014,"Иностранный язык (французский язык)","ГБОУ гимназия № 1567",2015,"Всероссийская олимпиада","призёр",5
7,2017,"География","ГБОУ школа № 1228 «Лефортово»",2018,"Московская олимпиада","призёр",5
8,2019,"Экология","ГБОУ школа № 14",2020,"Всероссийская олимпиада","победитель",3
10,2014,"Обществознание","ГБОУ школа № 978",2015,"Всероссийская олимпиада","призёр",4
7,2018,"Экономика","ОЧУ «Финансово-экономическая школа»",2019,"Московская олимпиада","призёр",3
10,2018,"Иностранный язык (английский язык)","ГБОУ школа № 2007 ФМШ",2019,"Районная олимпиада","победитель",4
8,2017,"География","ГБОУ школа № 1547",2018,"Московская олимпиада","призёр",4
11,2015,"Экономика","ГБОУ лицей № 1547",2016,"Всероссийская олимпиада","призёр",3
9,2012,"Русский язык","ГБОУ СОШ № 814",2013,"Всероссийская олимпиада","призёр",3
10,2018,"Обществознание","лицей НИУ ВШЭ",2019,"Всероссийская олимпиада","призёр",3
10,2018,"Литература","ГБОУ школа № 1575",2019,"Всероссийская олимпиада","победитель",5
11,2019,"Иностранный язык (немецкий язык)","ГБОУ школа № 1234",2020,"Всероссийская олимпиада","призёр",5
10,2017,"Химия","ГБОУ школа № 1553 имени В.И. Вернадского",2018,"Московская олимпиада","победитель",5
9,2013,"Изобразительное искусство","ГБОУ СОШ № 480",2014,"Московская олимпиада","призёр",5
6,2015,"Экономика","ГБОУ школа № 57",2016,"Московская олимпиада","призёр",5
11,2019,"История","ГБОУ школа № 1582",2020,"Районная олимпиада","призёр",3
8,2013,"Физика","ГБОУ ЦО № 1329",2014,"Московская олимпиада","призёр",5
9,2014,"История","ГБОУ школа № 1914",2015,"Всероссийская олимпиада","победитель",4
9,2019,"Литература","ОАНО «Школа «ЛЕТОВО»",2020,"Всероссийская олимпиада","призёр",3
10,2016,"Физика","ГБОУ лицей № 1568",2017,"Всероссийская олимпиада","призёр",4
10,2019,"Право","ГБОУ школа № 1210",2020,"Всероссийская олимпиада","победитель",4
10,2019,"География","ГБОУ школа № 1538",2020,"Всероссийская олимпиада","призёр",5
11,2017,"География","ГБОУ школа № 2109",2018,"Всероссийская олимпиада","призёр",5
11,2017,"Искусство (МХК)","ГБОУ школа № 2054",2018,"Всероссийская олимпиада","призёр",4
9,2013,"Физика","ГБОУ ЦО № 1329",2014,"Районная олимпиада","победитель",5
9,2013,"Химия","ГБОУ СОШ № 98",2014,"Всероссийская олимпиада","призёр",5
10,2018,"Физика","ГБОУ школа № 444",2019,"Московская олимпиада","призёр",5
11,2013,"Математика","ГБОУ гимназия № 1517",2014,"Всероссийская олимпиада","призёр",4
9,2016,"Биология","ГБОУ школа № 2025",2017,"Всероссийская олимпиада","призёр",3
10,2014,"Обществознание","ГБОУ СОШ № 667",2015,"Всероссийская олимпиада","призёр",4
10,2018,"Химия","ГБОУ школа «Интеграл»",2019,"Московская олимпиада","призёр",4
8,2018,"Технология","ФГКОУ «МКК ПВ МО РФ»",2019,"Московская олимпиада","призёр",3
5,2014,"Технология","ГБОУ детский сад № 2162",2015,"Московская олимпиада","призёр",5
5,2012,"Изобразительное искусство","ГБОУ СОШ № 654 имени А.Д. Фридмана",2013,"Московская олимпиада","призёр",5
10,2016,"Изобразительное искусство","ГБОУ школа № 1392 им. Д.В. Рябинкина",2017,"Московская олимпиада","победитель",4
10,2014,"Право","ГБОУ гимназия № 1290",2015,"Всероссийская олимпиада","победитель",3
11,2015,"Физика","ГБОУ школа № 218",2016,"Всероссийская олимпиада","призёр",5
9,2016,"Физическая культура","ГБОУ школа № 2107",2017,"Всероссийская олимпиада","призёр",3
10,2016,"Физическая культура","ГБОУ школа № 2089",2017,"Районная олимпиада","призёр",4
10,2017,"Русский язык","ГБОУ школа № 1530 «Школа Ломоносова»",2018,"Районная олимпиада","призёр",3
9,2018,"Технология","ГБОУ школа № 1000",2019,"Московская олимпиада","победитель",3
8,2016,"Математика","ГБОУ школа № 2101",2017,"Московская олимпиада","призёр",3
9,2016,"Биология","ГБОУ ЛГК на Юго-Востоке",2017,"Всероссийская олимпиада","призёр",5
9,2019,"астрономия","ГБПОУ «Воробьевы горы»",2020,"Районная олимпиада","призёр",4
9,2014,"Математика","ГБОУ лицей № 1537",2015,"Районная олимпиада","победитель",3
11,2015,"Обществознание","ГБОУ лицей «Вторая школа»",2016,"Районная олимпиада","призёр",5
11,2017,"Литература","ГБОУ школа № 1514",2018,"Районная олимпиада","призёр",5
7,2018,"Информатика","ГБОУ школа № 1329",2019,"Всероссийская олимпиада","призёр",5
9,2018,"Обществознание","ГБОУ школа № 2089",2019,"Районная олимпиада","призёр",4
11,2014,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2015,"Всероссийская олимпиада","призёр",4
10,2012,"Химия","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2013,"Районная олимпиада","призёр",5
10,2015,"История","ГБПОУ «Воробьевы горы»",2016,"Московская олимпиада","призёр",4
10,2018,"Информатика","ГБОУ школа № 444",2019,"Всероссийская олимпиада","победитель",4
11,2013,"Право","ГБОУ лицей № 1574",2014,"Московская олимпиада","победитель",3
9,2013,"лингвистика","ГБОУ СОШ № 1199 «Лига Школ»",2014,"Московская олимпиада","призёр",4
9,2018,"Математика","ГБОУ школа № 1329",2019,"Всероссийская олимпиада","призёр",5
11,2019,"Физическая культура","ГБОУ школа № 2065",2020,"Всероссийская олимпиада","призёр",5
10,2013,"Мировая Художественная Культура (МХК)","ГБОУ ЦО № 1434",2014,"Всероссийская олимпиада","призёр",4
8,2015,"Обществознание","ГБОУ гимназия № 1551",2016,"Московская олимпиада","призёр",5
9,2015,"Основы безопасности жизнедеятельности","ГБОУ школа № 1002",2016,"Всероссийская олимпиада","призёр",3
10,2017,"Обществознание","НИУ ВШЭ. лицей",2018,"Всероссийская олимпиада","призёр",4
9,2018,"филология","ГБОУ школа № 1374",2019,"Московская олимпиада","призёр",5
10,2016,"Русский язык","ГАОУ ВО МИОО. СОШ № 179",2017,"Всероссийская олимпиада","победитель",4
11,2016,"Мировая Художественная Культура (МХК)","ГБОУ гимназия № 1514",2017,"Районная олимпиада","победитель",5
10,2015,"Иностранный язык (английский язык)","ГБОУ школа № 1741",2016,"Районная олимпиада","призёр",3
9,2015,"История","ГБОУ «Школа-интернат «Интеллектуал»",2016,"Московская олимпиада","призёр",3
9,2015,"Математика","ГАОУ ВО МИОО. СОШ № 179",2016,"Всероссийская олимпиада","призёр",5
11,2015,"Обществознание","НИУ ВШЭ. лицей",2016,"Всероссийская олимпиада","призёр",5
11,2019,"Биология","ГБОУ школа № 1535",2020,"Всероссийская олимпиада","призёр",4
6,2014,"Математика","ГБОУ «Школа-интернат «Интеллектуал»",2015,"Московская олимпиада","победитель",4
7,2016,"филология","ГАОУ «Гимназия № 1518»",2017,"Московская олимпиада","призёр",3
9,2015,"Иностранный язык (английский язык)","ГБОУ лицей № 1580",2016,"Всероссийская олимпиада","призёр",3
11,2013,"Физика","ГБОУ ЦО № 57",2014,"Всероссийская олимпиада","призёр",5
9,2019,"История","лицей НИУ ВШЭ",2020,"Всероссийская олимпиада","призёр",4
9,2019,"Право","ГБОУ школа № 338",2020,"Всероссийская олимпиада","призёр",5
10,2017,"Физика","ГБПОУ «Воробьевы горы»",2018,"Всероссийская олимпиада","призёр",5
10,2017,"Иностранный язык (французский язык)","ГБОУ школа № 1535",2018,"Всероссийская олимпиада","призёр",3
9,2016,"Литература","ГБОУ школа лицей № 1420",2017,"Всероссийская олимпиада","призёр",4
9,2015,"Русский язык","ГБОУ Измайловская гимназия № 1508",2016,"Всероссийская олимпиада","призёр",3
10,2014,"Изобразительное искусство","ГБОУ лицей № 1561",2015,"Московская олимпиада","призёр",3
7,2013,"Изобразительное искусство","ГБОУ СОШ № 1251 имени генерала Шарля де Голля",2014,"Московская олимпиада","призёр",5
10,2018,"астрономия","ГБОУ школа № 179",2019,"Всероссийская олимпиада","победитель",4
9,2018,"Обществознание","ГБОУ школа № 1195",2019,"Всероссийская олимпиада","призёр",4
11,2016,"Биология","ГБОУ школа № 192",2017,"Всероссийская олимпиада","призёр",5
9,2012,"Основы безопасности жизнедеятельности","ГБОУ СОШ № 2038",2013,"Всероссийская олимпиада","призёр",3
11,2015,"Литература","ГБОУ гимназия № 1573",2016,"Всероссийская олимпиада","призёр",5
7,2014,"Изобразительное искусство","ГАОУ ЦО № 548",2015,"Московская олимпиада","призёр",4
10,2013,"Литература","ГБОУ гимназия № 1567",2014,"Всероссийская олимпиада","призёр",4
9,2017,"Экономика","ГБОУ лицей № 1580",2018,"Московская олимпиада","призёр",4
11,2019,"Информатика","ГБОУ школа № 2007 ФМШ",2020,"Всероссийская олимпиада","призёр",3
10,2019,"Биология","ГБОУ школа № 1253",2020,"Всероссийская олимпиада","призёр",5
9,2016,"История","ГБОУ лицей № 1535",2017,"Всероссийская олимпиада","призёр",5
9,2018,"Русский язык","ГБОУ школа имени Маршала В.И. Чуйкова",2019,"Всероссийская олимпиада","призёр",3
6,2018,"Технология","ГБОУ школа № 1784",2019,"Московская олимпиада","призёр",5
10,2017,"Иностранный язык (английский язык)","ГБОУ школа № 1501",2018,"Районная олимпиада","призёр",5
11,2012,"Мировая Художественная Культура (МХК)","ГБОУ СОШ № 1250",2013,"Всероссийская олимпиада","призёр",4
5,2014,"Изобразительное искусство","ГБОУ школа № 183",2015,"Московская олимпиада","призёр",5
10,2015,"филология","ГБОУ лицей № 1575",2016,"Московская олимпиада","призёр",4
5,2017,"Технология","ГБОУ школа № 185",2018,"Московская олимпиада","призёр",5
10,2019,"Иностранный язык (английский язык)","МАОУ «Гимназия имени Н.В. Пушкова»",2020,"Всероссийская олимпиада","призёр",3
10,2014,"Изобразительное искусство","ГБОУ школа № 1371",2015,"Московская олимпиада","призёр",5
9,2013,"Химия","ГБОУ Московская гимназия на Юго-Западе № 1543",2014,"Районная олимпиада","призёр",4
11,2015,"Экономика","ГБОУ лицей № 1535",2016,"Всероссийская олимпиада","призёр",5
9,2017,"Русский язык","ГБОУ школа № 1376",2018,"Районная олимпиада","призёр",5
11,2017,"Физика","ГБОУ школа № 218",2018,"Всероссийская олимпиада","призёр",3
10,2015,"Русский язык","ГБОУ школа № 218",2016,"Всероссийская олимпиада","призёр",5
5,2014,"Изобразительное искусство","ГБОУ школа № 1252 имени Сервантеса",2015,"Московская олимпиада","призёр",3
10,2017,"География","ГБОУ школа «Интеллектуал»",2018,"Всероссийская олимпиада","призёр",4
10,2017,"Литература","ГБОУ школа № 1799",2018,"Всероссийская олимпиада","призёр",5
11,2012,"Обществознание","ГБОУ гимназия № 1514",2013,"Всероссийская олимпиада","призёр",3
11,2014,"Литература","ГБОУ гимназия № 491 «Марьино»",2015,"Всероссийская олимпиада","призёр",5
9,2019,"Биология","ГБОУ школа № 1995",2020,"Всероссийская олимпиада","призёр",5
10,2014,"Право","ГБОУ школа № 1900",2015,"Всероссийская олимпиада","призёр",5
10,2013,"Физическая культура","ГБОУ СОШ № 1935",2014,"Всероссийская олимпиада","призёр",5
9,2018,"Основы безопасности жизнедеятельности","ГБОУ школа № 1506",2019,"Всероссийская олимпиада","призёр",5
10,2017,"Иностранный язык (немецкий язык)","ГБОУ школа № 1501",2018,"Всероссийская олимпиада","призёр",3
9,2016,"Информатика","ГБОУ Московская гимназия на Юго-Западе № 1543",2017,"Всероссийская олимпиада","призёр",5
7,2016,"филология","ГБОУ лицей № 1575",2017,"Московская олимпиада","призёр",5
11,2012,"Информатика","ГАОУ ВО МИОО. СОШ № 179",2013,"Московская олимпиада","победитель",5
10,2018,"Основы безопасности жизнедеятельности","ГБОУ школа № 1302",2019,"Всероссийская олимпиада","победитель",4
6,2015,"Экономика","ГБОУ школа № 199",2016,"Московская олимпиада","призёр",3
10,2014,"Литература","ГБОУ школа № 853",2015,"Всероссийская олимпиада","призёр",3
11,2013,"Физика","ГБОУ школа № 1741",2014,"Всероссийская олимпиада","призёр",4
11,2013,"Химия","ГБОУ ЦО № 109",2014,"Всероссийская олимпиада","победитель",3
11,2013,"Обществознание","ГБОУ СОШ № 368 «Лосиный остров»",2014,"Всероссийская олимпиада","призёр",3
