"housing","existing_credits","duration","credit_amount","age","personal_status","purpose","credit_history","type"
"домовладелец",1,7,885,23,"мужчина (одинокий)","бытовая техника","все кредиты погашены","надежный"
"домовладелец",1,15,2078,33,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,22,1545,53,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"без жилья",1,46,11675,35,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,21,6522,36,"мужчина (разведенный)","мебель","не было кредитов","надежный"
"без жилья",1,65,8319,31,"мужчина (одинокий)","образование","есть просрочки платежей","надежный"
"арендатор",2,47,6365,29,"женщина","бизнес","не было кредитов","ненадежный"
"домовладелец",3,17,4454,54,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,24,7115,28,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,6,331,53,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,9,990,27,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,4,1720,65,"мужчина (разведенный)","другое","есть непогашенные кредиты","надежный"
"арендатор",1,37,3541,22,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"без жилья",1,36,16643,42,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"домовладелец",1,13,4296,30,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,21,3085,39,"женщина","мебель","не было кредитов","надежный"
"домовладелец",1,13,1617,32,"мужчина (одинокий)","другое","не было кредитов","надежный"
"домовладелец",1,38,3726,33,"женщина","другое","все кредиты погашены","надежный"
"домовладелец",1,25,1137,30,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,30,4472,29,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,18,2735,46,"женщина","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,43,14073,31,"мужчина (женатый или вдовец)","подержанная машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,32,2103,20,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"без жилья",2,43,12371,29,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,15,3247,36,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",3,2,2066,43,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,56,13350,28,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,41,12378,29,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,53,6023,44,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,17,2153,58,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,18,2369,40,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"арендатор",2,7,3003,34,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,23,1174,38,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,13,862,30,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,21,1014,21,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"без жилья",1,19,3830,33,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,29,4285,28,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",2,15,1774,26,"женщина","новая машина","все кредиты погашены","ненадежный"
"домовладелец",2,23,1447,24,"мужчина (разведенный)","мебель","есть просрочки платежей","надежный"
"домовладелец",4,18,508,68,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,16,1652,34,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,38,3121,24,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","ненадежный"
"арендатор",1,35,2979,41,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"без жилья",3,18,1243,61,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"арендатор",2,15,2609,26,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,11,2068,41,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,38,4741,30,"женщина","бизнес","все кредиты погашены","надежный"
"домовладелец",1,15,2267,24,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",3,22,5497,49,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","ненадежный"
"домовладелец",4,13,1333,72,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,34,7659,35,"женщина","новая машина","не было кредитов","надежный"
"без жилья",1,17,4197,72,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,59,6030,33,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,12,5989,64,"мужчина (разведенный)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,4,1145,42,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,22,1042,42,"женщина","бизнес","есть непогашенные кредиты","ненадежный"
"домовладелец",2,16,677,44,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,17,1764,25,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,20,2871,29,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,23,1629,33,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"без жилья",1,6,908,48,"мужчина (одинокий)","образование","есть непогашенные кредиты","надежный"
"домовладелец",1,23,4418,30,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"без жилья",2,8,630,41,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,15,1115,33,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,13,1266,54,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,107,4735,23,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","ненадежный"
"арендатор",2,25,3053,65,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,20,2924,38,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,14,1840,22,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,30,2789,29,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",2,18,7099,27,"мужчина (женатый или вдовец)","подержанная машина","есть просрочки платежей","надежный"
"арендатор",2,27,2220,46,"женщина","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,16,1745,22,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,28,4627,46,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,22,2005,51,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"домовладелец",1,24,3633,27,"женщина","ремонт жилья","есть непогашенные кредиты","надежный"
"домовладелец",2,44,5843,33,"мужчина (женатый или вдовец)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",1,16,1580,24,"мужчина (женатый или вдовец)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,8,1660,36,"женщина","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,28,4490,25,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,46,2855,23,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,8,714,43,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,9,1082,51,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"арендатор",1,22,3158,25,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",2,74,8673,49,"женщина","подержанная машина","есть просрочки платежей","ненадежный"
"арендатор",1,24,2307,32,"мужчина (разведенный)","образование","есть просрочки платежей","ненадежный"
"домовладелец",1,11,3749,35,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"без жилья",2,15,8675,44,"женщина","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,12,1791,40,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,37,1852,38,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,8,1905,31,"мужчина (разведенный)","бизнес","есть непогашенные кредиты","надежный"
"арендатор",1,15,2397,23,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,7,542,53,"женщина","мебель","есть непогашенные кредиты","надежный"
"арендатор",2,33,1101,48,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,28,5668,36,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,60,4676,35,"мужчина (одинокий)","бизнес","все кредиты погашены","надежный"
"без жилья",3,18,1233,57,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,8,400,59,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,43,18451,46,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"без жилья",3,23,1254,55,"женщина","ремонт жилья","есть просрочки платежей","ненадежный"
"без жилья",1,16,3334,51,"мужчина (разведенный)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,40,3327,21,"мужчина (одинокий)","мебель","все кредиты погашены","ненадежный"
"домовладелец",2,9,1224,29,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,26,2406,19,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,27,1839,22,"женщина","мебель","есть просрочки платежей","надежный"
"домовладелец",1,11,978,22,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,38,2658,50,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,11,642,31,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",2,98,12910,56,"женщина","другое","все кредиты погашены","ненадежный"
"домовладелец",2,10,2691,31,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,27,2446,29,"мужчина (разведенный)","ремонт жилья","есть просрочки платежей","надежный"
"арендатор",1,32,3175,22,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,10,623,54,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,24,11379,47,"женщина","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,79,9796,28,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,36,1337,50,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,15,5444,35,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"домовладелец",1,32,775,31,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,18,2184,19,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,22,2971,34,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",2,38,2005,19,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,36,3915,30,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,6,1788,58,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,17,2266,25,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,20,7876,32,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,30,16517,49,"мужчина (одинокий)","бизнес","не было кредитов","надежный"
"домовладелец",1,24,3450,28,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,80,8018,70,"женщина","бизнес","все кредиты погашены","ненадежный"
"домовладелец",1,8,5492,53,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,5,1168,53,"женщина","образование","есть просрочки платежей","надежный"
"домовладелец",1,18,2804,50,"мужчина (разведенный)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,21,3175,48,"мужчина (женатый или вдовец)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,8,1267,23,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,9,1287,30,"женщина","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,21,2860,38,"женщина","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,5,1783,31,"мужчина (разведенный)","мебель","есть непогашенные кредиты","надежный"
"без жилья",1,9,8565,57,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,5,1280,59,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,26,1515,29,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,18,438,47,"мужчина (женатый или вдовец)","другое","все кредиты погашены","надежный"
"домовладелец",3,38,3453,28,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"без жилья",1,21,5732,37,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,29,3692,18,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,6,1957,24,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,39,1619,34,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,32,6131,28,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,22,1921,20,"женщина","мебель","есть просрочки платежей","надежный"
"арендатор",2,6,1840,26,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,11,1832,36,"мужчина (разведенный)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,24,3045,41,"мужчина (женатый или вдовец)","мебель","есть просрочки платежей","надежный"
"арендатор",3,3,4681,35,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,13,1156,26,"женщина","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,17,4389,31,"женщина","другое","все кредиты погашены","надежный"
"домовладелец",2,17,1214,44,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"без жилья",1,37,3328,18,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,37,2466,32,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,33,5655,23,"мужчина (женатый или вдовец)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,15,1478,24,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"без жилья",1,11,1867,32,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,6,814,26,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",2,11,1755,24,"женщина","мебель","есть просрочки платежей","надежный"
"домовладелец",3,43,7882,27,"мужчина (одинокий)","бизнес","не было кредитов","надежный"
"домовладелец",2,20,2565,37,"мужчина (женатый или вдовец)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",2,51,10241,19,"женщина","подержанная машина","есть просрочки платежей","ненадежный"
"домовладелец",1,42,4556,24,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"без жилья",1,37,1587,53,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,17,1179,24,"женщина","ремонт жилья","есть просрочки платежей","надежный"
"домовладелец",2,51,7956,31,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","ненадежный"
"арендатор",1,26,2212,18,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,9,1368,32,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",1,19,2888,39,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,18,1346,23,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",1,7,486,19,"женщина","образование","есть непогашенные кредиты","ненадежный"
"домовладелец",2,64,5567,48,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,23,3179,29,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,9,1407,30,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,56,19628,33,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,9,706,43,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,9,3081,25,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,19,4578,56,"мужчина (разведенный)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,13,948,34,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"домовладелец",2,7,2754,27,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",3,20,13520,41,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,24,1779,26,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,13,1497,43,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,13,1677,49,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,8,704,37,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,14,4212,30,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,56,3187,23,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",4,36,2638,49,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",1,25,5274,20,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",2,19,7062,33,"мужчина (одинокий)","бытовая техника","не было кредитов","ненадежный"
"домовладелец",2,16,742,30,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,9,1661,50,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,14,300,25,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"без жилья",2,29,1603,49,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,25,705,67,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,14,825,21,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",1,29,9700,38,"мужчина (разведенный)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,61,4025,63,"мужчина (одинокий)","ремонт жилья","есть просрочки платежей","надежный"
"домовладелец",1,17,2427,48,"женщина","мебель","есть непогашенные кредиты","надежный"
"без жилья",2,52,7717,57,"мужчина (одинокий)","мебель","не было кредитов","ненадежный"
"домовладелец",2,15,1371,70,"мужчина (одинокий)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",2,15,1738,66,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"арендатор",1,9,1051,28,"мужчина (женатый или вдовец)","новая машина","все кредиты погашены","ненадежный"
"домовладелец",1,27,3839,31,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","ненадежный"
"без жилья",1,14,2742,32,"мужчина (одинокий)","бытовая техника","все кредиты погашены","надежный"
"домовладелец",1,14,1838,21,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,51,8019,21,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,19,3146,28,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,33,5933,41,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,13,805,36,"мужчина (одинокий)","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,34,3959,26,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,28,4431,21,"женщина","мебель","есть просрочки платежей","ненадежный"
"без жилья",2,31,6015,21,"мужчина (одинокий)","подержанная машина","не было кредитов","ненадежный"
"домовладелец",1,17,639,26,"женщина","бытовая техника","все кредиты погашены","ненадежный"
"без жилья",1,75,12444,31,"мужчина (одинокий)","новая машина","все кредиты погашены","надежный"
"домовладелец",1,44,10731,41,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,25,1060,33,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,40,3648,29,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,21,6258,45,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,21,1363,44,"мужчина (женатый или вдовец)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,35,5438,27,"женщина","бытовая техника","есть просрочки платежей","надежный"
"арендатор",2,23,1304,24,"женщина","мебель","есть просрочки платежей","надежный"
"домовладелец",2,33,7434,35,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,46,2434,28,"мужчина (одинокий)","мебель","все кредиты погашены","ненадежный"
"без жилья",1,34,8460,45,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,28,4998,29,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,28,3308,27,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,78,3997,39,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,13,1355,78,"женщина","образование","есть непогашенные кредиты","надежный"
"арендатор",2,15,1427,37,"мужчина (разведенный)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,16,821,28,"мужчина (одинокий)","ремонт жилья","есть непогашенные кредиты","ненадежный"
"арендатор",1,27,4112,23,"женщина","мебель","не было кредитов","ненадежный"
"домовладелец",1,8,1839,32,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,32,10274,28,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,7,3415,29,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,17,3048,58,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,25,2208,31,"мужчина (разведенный)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,21,1104,20,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,16,2048,46,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,45,6727,41,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,34,8134,24,"женщина","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,16,7894,46,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"арендатор",1,9,575,22,"женщина","образование","есть непогашенные кредиты","надежный"
"без жилья",1,54,10265,42,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",3,20,2530,47,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"арендатор",1,29,3773,22,"женщина","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,15,3246,34,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,23,2519,41,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,19,2339,24,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",2,20,3098,34,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,16,2184,30,"мужчина (женатый или вдовец)","новая машина","есть просрочки платежей","надежный"
"арендатор",1,23,5227,25,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,36,6651,26,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"арендатор",1,33,3734,22,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,22,6700,26,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"арендатор",2,30,2440,24,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,11,1517,31,"женщина","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,6,2454,42,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,28,1728,23,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,24,2822,31,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,22,2329,28,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",2,12,7918,32,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",1,72,7531,58,"мужчина (одинокий)","образование","есть непогашенные кредиты","надежный"
"домовладелец",1,11,723,50,"мужчина (разведенный)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,14,1357,46,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,8,1038,37,"мужчина (одинокий)","образование","есть просрочки платежей","надежный"
"без жилья",3,3,1556,41,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,22,3475,42,"женщина","мебель","есть просрочки платежей","надежный"
"арендатор",1,6,1802,24,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,49,22497,23,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","ненадежный"
"арендатор",2,17,3917,20,"женщина","мебель","не было кредитов","ненадежный"
"арендатор",1,23,2102,44,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,36,6925,32,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"арендатор",2,19,471,38,"женщина","бытовая техника","все кредиты погашены","надежный"
"арендатор",1,39,5308,23,"женщина","бизнес","есть непогашенные кредиты","ненадежный"
"домовладелец",1,21,1505,41,"мужчина (женатый или вдовец)","другое","есть непогашенные кредиты","ненадежный"
"домовладелец",1,24,1312,27,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,56,5892,20,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","ненадежный"
"без жилья",1,24,11204,32,"женщина","подержанная машина","есть непогашенные кредиты","ненадежный"
"без жилья",1,23,5440,23,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,19,2239,69,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,17,1612,33,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,35,7805,35,"мужчина (одинокий)","подержанная машина","не было кредитов","надежный"
"домовладелец",2,7,941,50,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,29,3906,36,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"арендатор",2,12,5850,33,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"без жилья",1,30,4941,32,"мужчина (одинокий)","мебель","все кредиты погашены","ненадежный"
"без жилья",2,21,1810,39,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","ненадежный"
"арендатор",1,3,1319,26,"женщина","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,28,1672,35,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"без жилья",1,22,6612,47,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,18,6092,37,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
